"Actual investments by state, technology, and quarter (2023 million USD)"

version:,2024_Q4.20250218.0
created:,Tue Feb 18 16:00:32 2025 (MST)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Energy and Industry,MA,Solar,Solar Photovoltaic,2022-Q1,17.101179,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2022-Q2,23.365245,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2022-Q3,21.130567,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2022-Q4,14.174629,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2023-Q1,12.412898,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2023-Q2,15.297607,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2023-Q3,10.985674,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2023-Q4,7.525705,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2024-Q1,7.025559,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2024-Q2,6.334496,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2024-Q3,9.367733,Power
Energy and Industry,MA,Solar,Solar Photovoltaic,2024-Q4,10.598556,Power
Energy and Industry,MA,Storage,Batteries,2018-Q1,5.462923,Power
Energy and Industry,MA,Storage,Batteries,2018-Q2,6.937482,Power
Energy and Industry,MA,Storage,Batteries,2018-Q3,5.907345,Power
Energy and Industry,MA,Storage,Batteries,2018-Q4,8.861018,Power
Energy and Industry,MA,Storage,Batteries,2019-Q1,12.125638,Power
Energy and Industry,MA,Storage,Batteries,2019-Q2,34.457282,Power
Energy and Industry,MA,Storage,Batteries,2019-Q3,16.513356,Power
Energy and Industry,MA,Storage,Batteries,2019-Q4,27.629956,Power
Energy and Industry,MA,Storage,Batteries,2020-Q1,23.834862,Power
Energy and Industry,MA,Storage,Batteries,2020-Q2,24.458291,Power
Energy and Industry,MA,Storage,Batteries,2020-Q3,31.764985,Power
Energy and Industry,MA,Storage,Batteries,2020-Q4,42.411193,Power
Energy and Industry,MA,Storage,Batteries,2021-Q1,51.201569,Power
Energy and Industry,MA,Storage,Batteries,2021-Q2,46.391868,Power
Energy and Industry,MA,Storage,Batteries,2021-Q3,48.526529,Power
Energy and Industry,MA,Storage,Batteries,2021-Q4,47.803619,Power
Energy and Industry,MA,Storage,Batteries,2022-Q1,30.931715,Power
Energy and Industry,MA,Storage,Batteries,2022-Q2,19.113671,Power
Energy and Industry,MA,Storage,Batteries,2022-Q3,12.941177,Power
Energy and Industry,MA,Storage,Batteries,2022-Q4,9.534572,Power
Energy and Industry,MA,Storage,Batteries,2023-Q1,7.099481,Power
Energy and Industry,MA,Storage,Batteries,2023-Q2,5.977051,Power
Energy and Industry,MA,Storage,Batteries,2023-Q3,3.645157,Power
Energy and Industry,MA,Storage,Batteries,2023-Q4,6.625657,Power
Energy and Industry,MA,Storage,Batteries,2024-Q1,41.538204,Power
Energy and Industry,MA,Storage,Batteries,2024-Q2,59.933976,Power
Energy and Industry,MA,Storage,Batteries,2024-Q3,56.403292,Power
Energy and Industry,MA,Storage,Batteries,2024-Q4,53.065192,Power
Energy and Industry,MA,Wind,Offshore Wind Turbine,2023-Q4,527.596793,Power
Energy and Industry,MA,Wind,Offshore Wind Turbine,2024-Q1,527.596793,Power
Energy and Industry,MA,Wind,Offshore Wind Turbine,2024-Q2,527.596793,Power
Energy and Industry,MA,Wind,Offshore Wind Turbine,2024-Q3,527.596793,Power
Energy and Industry,MA,Wind,Offshore Wind Turbine,2024-Q4,527.596793,Power
Energy and Industry,MA,Wind,Onshore Wind Turbine,2018-Q1,0.366780,Power
Energy and Industry,MA,Wind,Onshore Wind Turbine,2018-Q4,2.283862,Power
Energy and Industry,MA,Wind,Onshore Wind Turbine,2019-Q1,3.533002,Power
Energy and Industry,MA,Wind,Onshore Wind Turbine,2019-Q2,3.533002,Power
Energy and Industry,MA,Wind,Onshore Wind Turbine,2019-Q3,3.533002,Power
Energy and Industry,MA,Wind,Onshore Wind Turbine,2019-Q4,1.249140,Power
Energy and Industry,MD,Other,Landfill Gas,2021-Q4,0.328773,Power
Energy and Industry,MD,Other,Landfill Gas,2022-Q1,0.493160,Power
Energy and Industry,MD,Other,Landfill Gas,2022-Q2,0.328773,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2018-Q1,24.523123,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2018-Q2,17.586466,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2018-Q3,21.372984,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2018-Q4,14.112449,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2019-Q1,16.198699,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2019-Q2,22.851288,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2019-Q3,15.760115,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2019-Q4,14.119777,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2020-Q1,10.903132,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2020-Q2,14.311275,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2020-Q3,18.039307,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2020-Q4,16.045478,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2021-Q1,17.306016,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2021-Q2,20.151372,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2021-Q3,12.559911,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2021-Q4,11.701286,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2022-Q1,64.624434,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2022-Q2,101.743604,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2022-Q3,118.019510,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2022-Q4,28.528795,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2023-Q1,14.346559,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2023-Q2,13.042574,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2023-Q3,20.396243,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2023-Q4,26.456765,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2024-Q1,68.990354,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2024-Q2,81.398442,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2024-Q3,90.986682,Power
Energy and Industry,MD,Solar,Solar Photovoltaic,2024-Q4,122.971105,Power
Energy and Industry,MD,Storage,Batteries,2021-Q1,0.639524,Power
Energy and Industry,MD,Storage,Batteries,2021-Q2,0.639524,Power
Energy and Industry,MD,Storage,Batteries,2021-Q3,0.639524,Power
Energy and Industry,MD,Storage,Batteries,2021-Q4,0.213175,Power
Energy and Industry,MD,Storage,Batteries,2022-Q3,2.994987,Power
Energy and Industry,MD,Storage,Batteries,2023-Q1,1.572104,Power
Energy and Industry,MD,Storage,Batteries,2023-Q2,4.716312,Power
Energy and Industry,MD,Storage,Batteries,2023-Q3,4.716312,Power
Energy and Industry,MD,Wind,Onshore Wind Turbine,2024-Q1,6.653131,Power
Energy and Industry,MD,Wind,Onshore Wind Turbine,2024-Q2,19.959392,Power
Energy and Industry,MD,Wind,Onshore Wind Turbine,2024-Q3,19.959392,Power
Energy and Industry,MD,Wind,Onshore Wind Turbine,2024-Q4,19.959392,Power
Energy and Industry,ME,Other,Wood/Wood Waste Biomass,2018-Q1,16.495867,Power
Energy and Industry,ME,Other,Wood/Wood Waste Biomass,2018-Q2,16.495867,Power
Energy and Industry,ME,Other,Wood/Wood Waste Biomass,2018-Q3,16.495867,Power
Energy and Industry,ME,Other,Wood/Wood Waste Biomass,2018-Q4,8.254676,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2019-Q4,2.679958,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2020-Q1,17.440564,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2020-Q2,36.241942,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2020-Q3,63.798444,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2020-Q4,58.024121,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2021-Q1,42.956188,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2021-Q2,54.677908,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2021-Q3,80.911776,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2021-Q4,68.845109,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2022-Q1,70.312398,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2022-Q2,59.454109,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2022-Q3,44.160539,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2022-Q4,54.994528,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2023-Q1,60.913394,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2023-Q2,72.284657,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2023-Q3,63.076370,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2023-Q4,107.913611,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2024-Q1,92.434872,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2024-Q2,99.179789,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2024-Q3,63.325467,Power
Energy and Industry,ME,Solar,Solar Photovoltaic,2024-Q4,30.621016,Power
Energy and Industry,ME,Storage,Batteries,2018-Q3,2.144148,Power
Energy and Industry,ME,Storage,Batteries,2018-Q4,3.216221,Power
Energy and Industry,ME,Storage,Batteries,2019-Q1,3.528161,Power
Energy and Industry,ME,Storage,Batteries,2019-Q2,3.079967,Power
Energy and Industry,ME,Storage,Batteries,2019-Q3,0.935819,Power
Energy and Industry,ME,Storage,Batteries,2019-Q4,0.935819,Power
Energy and Industry,ME,Storage,Batteries,2020-Q1,8.318391,Power
Energy and Industry,ME,Storage,Batteries,2020-Q2,12.477587,Power
Energy and Industry,ME,Storage,Batteries,2020-Q3,14.218515,Power
Energy and Industry,ME,Storage,Batteries,2020-Q4,10.929783,Power
Energy and Industry,ME,Storage,Batteries,2021-Q1,2.611392,Power
Energy and Industry,ME,Storage,Batteries,2021-Q2,1.740928,Power
Energy and Industry,ME,Storage,Batteries,2022-Q2,1.580944,Power
Energy and Industry,ME,Storage,Batteries,2022-Q3,9.485667,Power
Energy and Industry,ME,Storage,Batteries,2022-Q4,9.485667,Power
Energy and Industry,ME,Storage,Batteries,2023-Q1,9.485667,Power
Energy and Industry,ME,Storage,Batteries,2023-Q2,1.580944,Power
Energy and Industry,ME,Storage,Batteries,2024-Q1,31.254485,Power
Energy and Industry,ME,Storage,Batteries,2024-Q2,46.881727,Power
Energy and Industry,ME,Storage,Batteries,2024-Q3,46.881727,Power
Energy and Industry,ME,Storage,Batteries,2024-Q4,46.881727,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2019-Q3,0.860303,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2019-Q4,19.502392,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2020-Q1,27.963134,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2020-Q2,27.963134,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2020-Q3,27.963134,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2020-Q4,11.041650,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2021-Q1,2.580908,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2021-Q2,2.580908,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2021-Q3,1.720606,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2021-Q4,7.624859,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2022-Q1,7.624859,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2022-Q2,7.624859,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2022-Q3,7.624859,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2024-Q2,21.027507,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2024-Q3,21.027507,Power
Energy and Industry,ME,Wind,Onshore Wind Turbine,2024-Q4,35.448536,Power
Energy and Industry,MI,Other,Landfill Gas,2018-Q1,0.814468,Power
Energy and Industry,MI,Other,Landfill Gas,2018-Q2,1.221701,Power
Energy and Industry,MI,Other,Landfill Gas,2018-Q3,0.814468,Power
Energy and Industry,MI,Other,Landfill Gas,2018-Q4,0.134401,Power
Energy and Industry,MI,Other,Landfill Gas,2019-Q1,0.403203,Power
Energy and Industry,MI,Other,Landfill Gas,2019-Q2,0.403203,Power
Energy and Industry,MI,Other,Landfill Gas,2020-Q1,0.792663,Power
Energy and Industry,MI,Other,Landfill Gas,2020-Q2,0.792663,Power
Energy and Industry,MI,Other,Landfill Gas,2020-Q3,0.264221,Power
Energy and Industry,MI,Other,Landfill Gas,2021-Q1,0.263019,Power
Energy and Industry,MI,Other,Landfill Gas,2021-Q2,0.789056,Power
Energy and Industry,MI,Other,Landfill Gas,2021-Q3,0.789056,Power
Energy and Industry,MI,Other,Wood/Wood Waste Biomass,2019-Q1,36.201913,Power
Energy and Industry,MI,Other,Wood/Wood Waste Biomass,2019-Q2,36.201913,Power
Energy and Industry,MI,Other,Wood/Wood Waste Biomass,2019-Q3,36.201913,Power
Energy and Industry,MI,Other,Wood/Wood Waste Biomass,2019-Q4,36.201913,Power
Energy and Industry,MI,Other,Wood/Wood Waste Biomass,2020-Q1,36.201913,Power
Energy and Industry,MI,Other,Wood/Wood Waste Biomass,2020-Q2,36.201913,Power
Energy and Industry,MI,Other,Wood/Wood Waste Biomass,2020-Q3,12.067304,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2018-Q1,18.267224,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2018-Q2,16.740785,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2018-Q3,0.750708,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2019-Q2,0.791253,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2019-Q3,1.186879,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2019-Q4,13.477743,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2020-Q1,35.300348,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2020-Q2,63.885375,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2020-Q3,111.145455,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2020-Q4,75.840766,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2021-Q1,25.090553,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2021-Q2,72.437250,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2021-Q3,111.976451,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2021-Q4,101.690740,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2022-Q1,70.426992,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2022-Q2,90.952961,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2022-Q3,93.987684,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2022-Q4,104.084157,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2023-Q1,101.569857,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2023-Q2,107.740101,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2023-Q3,119.988462,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2023-Q4,298.700384,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2024-Q1,247.086695,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2024-Q2,260.940101,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2024-Q3,396.615169,Power
Energy and Industry,MI,Solar,Solar Photovoltaic,2024-Q4,253.420974,Power
Energy and Industry,MI,Storage,Batteries,2018-Q3,2.532040,Power
Energy and Industry,MI,Storage,Batteries,2020-Q4,0.053294,Power
Energy and Industry,MI,Storage,Batteries,2021-Q1,0.159881,Power
Energy and Industry,MI,Storage,Batteries,2021-Q2,0.159881,Power
Energy and Industry,MI,Storage,Batteries,2021-Q3,0.159881,Power
Energy and Industry,MI,Storage,Batteries,2023-Q4,2.250323,Power
Energy and Industry,MI,Storage,Batteries,2024-Q1,6.750969,Power
Energy and Industry,MI,Storage,Batteries,2024-Q2,6.750969,Power
Energy and Industry,MI,Storage,Batteries,2024-Q3,6.750969,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2018-Q2,63.472842,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2018-Q3,67.117969,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2018-Q4,101.786543,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2019-Q1,80.628929,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2019-Q2,82.656971,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2019-Q3,112.398012,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2019-Q4,119.398740,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2020-Q1,290.775835,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2020-Q2,413.607227,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2020-Q3,352.552243,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2020-Q4,240.406498,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2021-Q1,69.029402,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2021-Q3,10.092541,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2021-Q4,108.037520,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2022-Q1,108.245276,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2022-Q2,138.938411,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2022-Q3,138.938411,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2022-Q4,46.039702,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2023-Q1,92.761354,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2023-Q2,62.068219,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2023-Q3,62.068219,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2023-Q4,62.068219,Power
Energy and Industry,MI,Wind,Onshore Wind Turbine,2024-Q1,62.068219,Power
Energy and Industry,MN,Hydrogen,Unknown Electrolysis,2022-Q2,2.600928,Industry
Energy and Industry,MN,Other,Conventional Hydroelectric,2023-Q2,1.456399,Power
Energy and Industry,MN,Other,Conventional Hydroelectric,2023-Q3,1.456399,Power
Energy and Industry,MN,Other,Conventional Hydroelectric,2023-Q4,1.456399,Power
Energy and Industry,MN,Other,Conventional Hydroelectric,2024-Q1,1.456399,Power
Energy and Industry,MN,Other,Conventional Hydroelectric,2024-Q2,1.456399,Power
Energy and Industry,MN,Other,Conventional Hydroelectric,2024-Q3,1.456399,Power
Energy and Industry,MN,Other,Conventional Hydroelectric,2024-Q4,1.456399,Power
Energy and Industry,MN,Solar,Solar Photovoltaic,2018-Q1,94.500495,Power
